sample_id,archive_path,member_name,status
d86cc4f6eada5f6008eaefc4fa2a1973e313c372,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/KleeGroup_vertigo_KleeGroup_vertigo_io.vertigo.database.timeseries_TimeFilterBuilder2622TimeFilterBuilder.code,ok
c663b5c478b9274ac839aa273e382282f5a034d5,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/Evolveum_midpoint_Evolveum_midpoint_com.evolveum.midpoint.web.page.admin.certification_PageCertDefinitions43634populateItem.code,ok
4cf64b32616d38da6956bb8bc6c0f74bb5f39980,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.asn1.x509_Time7413Time.code,ok
7e28d625538c3424ce25cc8cc0111d4fdd43e7d0,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/247687009_soa_247687009_soa_io.goudai.soa.quartz.core_SimpleQuartzManger186start.code,ok
55909948c56e8e976bb6956dad1744d76262f8ee,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/xtext_seven-languages-xtext_xtext_seven-languages-xtext_org.xtext.template.parser.antlr.internal_DFA10215718getDescription.code,ok
8125367c47506b03dc5db1bbdccffc21e5ddbe4c,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/addthis_hydra_addthis_hydra_com.addthis.hydra.job.alert_JobAlertRunner3411setDescription.code,ok
689b8181fcd4af7917f52c8a09b5b6225e71aeb1,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/PGWelch_com.opendoorlogistics_PGWelch_com.opendoorlogistics_com.opendoorlogistics.core.tables.decorators.datastores_SimpleAbstractDecorator6282setValueById.code,ok
5d2cca3e1e317844caf5fe8cffe45fecd31f55d3,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/KronicDeth_intellij-elixir_KronicDeth_intellij-elixir_org.elixir_lang.parser_ElixirParser2408matchedUnaryOperation_0.code,ok
4fbdbe304077b430394ac74e8e78da5aced82fb8,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/calipho-sib_nextprot-api_calipho-sib_nextprot-api_org.nextprot.api.isoform.mapper.domain.impl_FeatureQueryFailureImpl5547FeatureQueryFailureImpl.code,ok
ee5febf3fefb040017956f9dd637477adc041d6b,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/vanita5_twittnuker_vanita5_twittnuker_de.vanita5.twittnuker.preference_ThemeBackgroundPreference3451updateSummary.code,ok
4cc057d4fc50b6053533cfe7aafb0e200ea8139e,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/rocketscience-projects_javaslang_rocketscience-projects_javaslang_io.vavr.collection_CharSeqTest4307shouldInsertAllInFrontOfElement.code,ok
477f33aaa3a38e4a5ae44b9a2e4155d95bf067d1,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Positive/elastic_elasticsearch-hadoop_elastic_elasticsearch-hadoop_org.elasticsearch.hadoop.serialization_ScrollReader12read.code,ok
9744e8e3fcf3f9db2ebdb3761dc0e1ece00702e6,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/dropwizard_metrics_dropwizard_metrics_com.codahale.metrics.servlets_MetricsServlet1994getWriter.code,ok
a3265910080607eaad38e7bfbaea87c89141edb8,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/fhoeben_hsac-fitnesse-fixtures_fhoeben_hsac-fitnesse-fixtures_nl.hsac.fitnesse.fixture.slim.web_BrowserTest1116type.code,ok
ee33f85c4170a15ec0aa957ee4df44779e38cdb8,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/haifengl_smile_haifengl_smile_smile.nlp.collocation_AprioriPhraseExtractorTest3179testExtract.code,ok
8ac3da80de6cab9a6db0ad4ad1c9e3d853600dee,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/apache_olingo-odata4_apache_olingo-odata4_org.apache.olingo.client.core.serialization_JsonDeserializer2172setInline.code,ok
953ca4a4e2bca3f4691bb0ebbbbcba75b5536d8e,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.domain_ExecutionDegree1789compareTo.code,ok
28d8278ca8b37cb4bbcef2f6368f2929a108a41b,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/naver_pinpoint_naver_pinpoint_com.navercorp.pinpoint.profiler.instrument.mock_AspectInterceptorErrorClass16164testSignatureMiss.code,ok
6b7e55cde222daa52d8d1245296b7a8811dec4d4,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Positive/mucommander_mucommander_mucommander_mucommander_com.mucommander.ui.dialog.file_SplitFileDialog88startJob.code,ok
4847e082dc0a123cef90a29f01c02b0fa86ba613,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Positive/eclipse_smarthome_eclipse_smarthome_org.eclipse.smarthome.automation.module.core.handler_ItemStateConditionHandler12isSatisfied.code,ok
8a37ee074f64f93c3147bf1761963d6c9f0d6749,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/Clashsoft_Dyvil_Clashsoft_Dyvil_dyvilx.tools.parsing.lexer_DyvilLexer8037parseVerbatimChar.code,ok
3ab88077b3fde387e87bf4eb8bac70af66ae002b,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/gosu-lang_gosu-lang_gosu-lang_gosu-lang_gw.util_DerivedKeyHashMap27440DerivedKeyHashMap.code,ok
e67791a369844ffd4edf7e82a1494dc29a383878,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/google_guava_google_guava_com.google.common.collect_ListsTest12092testNewArrayListFromIterable.code,ok
e96fcfcbb57e5fd224524f2755207516ca6bdb02,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.pqc.crypto.mceliece_McEliecePrivateKeyParameters15591getQInv.code,ok
b110e87b83b13b859bb684dab64f95dd72144b08,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/KronicDeth_intellij-elixir_KronicDeth_intellij-elixir_org.elixir_lang.mix.project._import.step_Root2033fetchDependencies.code,ok
a5e895e7efa8d4f3bf056ab9d58591df4b4d82bc,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/gmantele_taplib_gmantele_taplib_uws.job.user_DefaultJobOwner3331getID.code,ok
a104f85aebba54beded7596e6fcedbc3c02a849c,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/SpoutDev_Vanilla_SpoutDev_Vanilla_org.spout.vanilla.material.block_Openable2214toggleOpen.code,ok
824f6982350519e9127e6cfbd4f3ceabe915cf22,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/haifengl_smile_haifengl_smile_smile.classification_Tree492Tree.code,ok
197e5d8887d28caef683ea50df7571c4ce98bc9c,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/SkymindIO_nd4j_SkymindIO_nd4j_org.nd4j.nativeblas_DoubleNDArray14431position.code,ok
fe313aa08505e49e56ee3ce27b63805463a5774d,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/openlvc_portico_openlvc_portico_hlaunit.hla13.declaration_DeclarationManagementSaveRestoreTest2616afterMethod.code,ok
dccb9fbc796198e7da035ef3ae7d7a0873b25e97,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/orangesignal_orangesignal-csv_orangesignal_orangesignal-csv_com.orangesignal.csv.io_CsvColumnNameMapReaderTest1614testConstructorCsvReaderListIllegalArgumentException.code,ok
93e549ac0edd4ba41fac7ac72d7d3140eb9dd19a,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/BlueBrain_bluima_BlueBrain_bluima_ch.epfl.bbp.uima.xml.archivearticle3_Contrib4226getAnonymousOrCollabOrName.code,ok
2770107ef3570ef440b623e40a0fc1e0aab0b235,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/247687009_soa_247687009_soa_io.goudai.soa.quartz.api.impl_QuartzServiceImpl134getTrigger.code,ok
003be28d0bc0bbc07b177e808ce425b8d9795ea4,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Positive/gosu-lang_gosu-lang_gosu-lang_gosu-lang_editor_GosuPanel35markErrorsForGosuLanguageTest.code,ok
fb8519f3ce6f4102b817c4ac25c40334359484dd,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/CloudSlang_cloud-slang_CloudSlang_cloud-slang_io.cloudslang.lang.compiler.modeller_DependenciesHelper870fetchDependencies.code,ok
fb5aa28a8025ca4091474dc1ba7cbca51dd334dd,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/vert-x3_vertx-rx_vert-x3_vertx-rx_io.vertx.reactivex.impl_AsyncResultSingle2448isDisposed.code,ok
7243e7e61a6d5295b75f59245dc05237b96ffdde,/home/opesai/Downloads/CodeSmells/data/training_data_java/ComplexConditional.7z,ComplexConditional/Negative/usc-isi-i2_Web-Karma_usc-isi-i2_Web-Karma_edu.isi.karma.controller.command.transformation_MutatingPythonTransformationCommand1195getDescription.code,ok
